"","ID","TIME_ABSOLUTE","TIME_ELAPSED","X","Y","Z","U_Seeb","U_Seeb_StdDev","T_Probe","T_Sample","dT","X.","X._StdDev","T01...Column","T02...Room","T03...Device","std_dev_ID","std_dev_TIME_ABSOLUTE","std_dev_TIME_ELAPSED","std_dev_X","std_dev_Y","std_dev_Z","std_dev_U_Seeb","std_dev_U_Seeb_StdDev","std_dev_T_Probe","std_dev_T_Sample","std_dev_dT","std_dev_X.","std_dev_X._StdDev","std_dev_T01...Column","std_dev_T02...Room","std_dev_T03...Device"
"66",64,"2021.12.01 18:09:48",2316.99228,1.2,0.6,-3.48,1.11912,0.00350588,36.50544,26.8319,6,186.52112,0.584258,26.46778,23.2411,26.70302,0,NA,8.50426193899284,0,0,0,0.00900733034811091,0.00304698929387683,0.0092850955837841,0.0228656948287169,0,1.50247893396213,0.507716361091506,0.0205488929142179,0.0284520649514241,0.0523676140376851
"67",65,"2021.12.01 18:09:48",2349.87826,1.35,0.6,-3.48,1.1759,0.0084724,36.50998,26.82974,6,195.98432,1.41192,26.45422,23.244,26.70856,0,NA,10.5536538278456,0,0,0,0.0413339448879489,0.00418287781318078,0.0255291402127063,0.0137431073633298,0,6.88844478434719,0.69700963551446,0.0265172019640083,0.0388301429304597,0.0339265824980946
"68",66,"2021.12.01 18:09:48",2384.7147,1.5,0.6,-3.48,1.1289,0.003181,36.47612,26.81918,6,188.15024,0.53016,26.39572,23.26298,26.69774,0,NA,9.43676473347717,0,0,0,0.0167868996541947,0.00188293135828155,0.0235094023743697,0.0210372764396905,0,2.79792588232783,0.313862331285549,0.0502516865388624,0.0396207268989349,0.0420622514851504
"69",67,"2021.12.01 18:09:48",2418.39298,1.65,0.6,-3.48,1.29954,0.0145898,36.49956,26.80194,6,216.59076,2.4316,26.3788,23.29786,26.69632,0,NA,9.03406792297918,0,0,0,0.0630743053865835,0.0105101161363707,0.0181068495327056,0.00871768317845908,0,10.5116784412862,1.75149930059935,0.0466112647328951,0.0369898364419202,0.0753734170646386
"70",68,"2021.12.01 18:09:48",2451.23022,1.8,0.6,-3.48,1.14784,0.0046532,36.52684,26.82752,6,191.30558,0.77548,26.39192,23.28834,26.71732,0,NA,9.96493595925237,0,0,0,0.0195673963520955,0.00213072773952938,0.0208921755688581,0.0224713595494344,0,3.25893798989794,0.355112111874546,0.0461545989041173,0.0244666712079925,0.0352845150172137
"71",69,"2021.12.01 18:09:48",2485.09514,1.95,0.6,-3.48,1.17786,0.00416648,36.50348,26.81846,6,196.30878,0.694494,26.36226,23.35424,26.72174,0,NA,8.98373089940925,0,0,0,0.03364658972318,0.00561642901245978,0.0317278584212683,0.0150237478679591,0,5.60923129154076,0.936212592673267,0.0372120679350119,0.0365530162914087,0.0386516881908152
"72",70,"2021.12.01 18:09:48",2521.58724,0,0.75,-3.48,1.20276,0.011563,36.53328,26.8139,6,200.45772,1.927,26.36504,23.3322,26.71486,0,NA,8.95240792373764,0,0,0,0.0355308035372126,0.00584492027319449,0.00978938200296578,0.00955562661472249,0,5.9162805416072,0.973956877895526,0.0569067922132335,0.0388240260663418,0.0181643331834677
"73",71,"2021.12.01 18:09:48",2554.08494,0.15,0.75,-3.48,1.20614,0.0061922,36.5018,26.81458,6,201.02292,1.03198,26.31606,23.30334,26.72838,0,NA,10.6425571207299,0,0,0,0.0554703344139911,0.00459304563443474,0.00905731748367006,0.0253796572080878,0,9.24632065942989,0.765673009188648,0.0296217487667427,0.0360366202632828,0.0460542289046294
"74",72,"2021.12.01 18:09:48",2590.78878,0.3,0.75,-3.48,1.21794,0.0075528,36.46412,26.82262,6,202.98608,1.25894,26.31674,23.3589,26.69838,0,NA,9.36530087327679,0,0,0,0.0433531198415985,0.00443572245524898,0.0205283218992674,0.0146571484266205,0,7.22572838349186,0.739468439488799,0.0326831455034545,0.0278977597666913,0.0237731360993874
"75",73,"2021.12.01 18:09:48",2624.03752,0.45,0.75,-3.48,1.185,0.0067028,36.50348,26.8241,6,197.50244,1.1171,26.28744,23.32442,26.66702,0,NA,10.1239844894192,0,0,0,0.0335437773663015,0.0026788849732678,0.0535628322626813,0.0239883304963052,0,5.59245568359732,0.446461666887539,0.0252803876552553,0.0442187969081023,0.0179423242641521
"76",74,"2021.12.01 18:09:48",2659.3148,0.6,0.75,-3.48,1.22836,0.0084682,36.46846,26.80674,6,204.73138,1.41152,26.25548,23.27098,26.74218,0,NA,9.91723374459839,0,0,0,0.0779728350132275,0.00499570397441642,0.038342835054283,0.00618894175122046,0,12.9965281716695,0.832429247443889,0.0242247187806181,0.0294123613468895,0.0203282316004124
"77",75,"2021.12.01 18:09:48",2691.9586,0.75,0.75,-3.48,1.1702,0.0076726,36.4909,26.8189,6,195.03436,1.27896,26.31636,23.31868,26.71178,0,NA,9.45342465115166,0,0,0,0.0215183642501005,0.00425242275650011,0.0380636966150159,0.00919157222677378,0,3.58663569072746,0.7089553921087,0.0446393660349241,0.0428867345457777,0.0602281246594976
"78",76,"2021.12.01 18:09:48",2727.51984,0.9,0.75,-3.48,1.27298,0.0103546,36.5095,26.80792,6,212.16036,1.7258,26.24028,23.32206,26.6931,0,NA,11.8838246874902,0,0,0,0.0547627793304905,0.00366381847257748,0.0310763575729193,0.0259256051038344,0,9.1284422089971,0.610616655521285,0.0430423280039539,0.0135441131123455,0.0526598044052574
"79",77,"2021.12.01 18:09:48",2764.5709,1.05,0.75,-3.48,1.27396,0.0157062,36.47416,26.81374,6,212.3247,2.6178,26.232,23.27988,26.7192,0,NA,8.81477864327853,0,0,0,0.0128044133016707,0.00698970544443756,0.041745454842414,0.0267422512141369,0,2.13146591692196,1.1646888854969,0.0462612688974268,0.0175923847161205,0.0420400999047346
"80",78,"2021.12.01 18:09:48",2804.17114,1.2,0.75,-3.48,1.1621,0.0048522,36.4968,26.82912,6,193.68,0.80866,26.25888,23.33284,26.69422,0,NA,10.7938426256826,0,0,0,0.0252167602994516,0.00301512150667266,0.0134827667783746,0.0287490347664055,0,4.19782772276329,0.50252183833143,0.0426785309025512,0.0974216762327551,0.0315295417029798
"81",79,"2021.12.01 18:09:48",2839.05616,1.35,0.75,-3.48,1.16438,0.00717,36.51954,26.80704,6,194.06208,1.19498,26.21812,23.2766,26.68472,0,NA,8.78029405561106,0,0,0,0.0143219062976966,0.00423561270656324,0.0189958679717459,0.0111122904929626,0,2.38861768749208,0.705846804908827,0.0307472275172904,0.0492978194243917,0.0589255207868376
"82",80,"2021.12.01 18:09:48",2871.30234,1.5,0.75,-3.48,1.16368,0.0068952,36.48254,26.80514,6,193.94526,1.149,26.20116,23.28618,26.64578,0,NA,8.62309433022744,0,0,0,0.0318522683650631,0.00460983499704707,0.0449221882815175,0.0246644075542073,0,5.30619649683274,0.767894292855469,0.0423488842828242,0.0315469015911239,0.0745409753088853
"83",81,"2021.12.01 18:09:48",2905.92014,1.65,0.75,-3.48,1.1309,0.0062552,36.5055,26.83338,6,188.4819,1.0426,26.20914,23.31294,26.67982,0,NA,8.82639624694015,0,0,0,0.0103985575922817,0.00331852033291948,0.031114707133444,0.0197587195941432,0,1.72942356437051,0.553090679726209,0.0483530040431812,0.048078248720185,0.0447827198816689
"84",82,"2021.12.01 18:09:48",2939.838,1.8,0.75,-3.48,1.21014,0.0093156,36.49236,26.81842,6,201.68936,1.5528,26.18186,23.29692,26.72172,0,NA,9.54328049205298,0,0,0,0.0224606990096034,0.00318554003271031,0.0297543778291533,0.016215023897608,0,3.74660856682414,0.530857042903266,0.0704328971433096,0.085573401241274,0.0829951323873873
"85",83,"2021.12.01 18:09:48",2974.23312,1.95,0.75,-3.48,1.21546,0.0086756,36.46498,26.81248,6,202.57882,1.44586,26.20764,23.28646,26.68802,0,NA,10.0688789302485,0,0,0,0.0458061458758538,0.00396606288401987,0.0436164189268223,0.0159992812338563,0,7.63882136667693,0.660889474874581,0.0199467541219109,0.0439747996015903,0.03282692492452
"86",84,"2021.12.01 18:09:48",3012.11358,0,0.9,-3.48,1.17436,0.0069612,36.47684,26.82334,6,195.72898,1.16022,26.2143,23.2752,26.70706,0,NA,9.61991745349199,0,0,0,0.0220157443662485,0.00387103205876676,0.0513740012068352,0.0257149372933324,0,3.66955400587047,0.645157579200617,0.038434489719521,0.0793058951150542,0.0401248426788193
"87",85,"2021.12.01 18:09:48",3046.68636,0.15,0.9,-3.48,1.20652,0.0093744,36.50892,26.81148,6,201.08826,1.56238,26.19154,23.30964,26.70172,0,NA,9.66896711614016,0,0,0,0.0280015535283312,0.00330965720279306,0.0262869168979568,0.039456457012763,0,4.66662489418209,0.551656344112891,0.07801931171191,0.0739577446924927,0.0946694089978377
"88",86,"2021.12.01 18:09:48",3081.13202,0.3,0.9,-3.48,1.24146,0.01022,36.49156,26.81646,6,206.91298,1.70324,26.21176,23.29944,26.69028,0,NA,9.61928903360335,0,0,0,0.0265483144474372,0.00511583077319804,0.0270349403550312,0.0190134952073521,0,4.4264773400527,0.852390455131919,0.0239746324267961,0.0415628199235814,0.0181597632143142
"89",87,"2021.12.01 18:09:48",3115.1777,0.45,0.9,-3.48,1.15222,0.0076668,36.47902,26.81822,6,192.03312,1.2778,26.15344,23.25032,26.71664,0,NA,9.97278091682549,0,0,0,0.0124343073791827,0.00491590248072518,0.0546061077169945,0.0183057914333147,0,2.07128233517307,0.819128466725458,0.020749891565982,0.0820633718537091,0.0313113078615373
"90",88,"2021.12.01 18:09:48",3151.56558,0.6,0.9,-3.48,1.14738,0.0043674,36.47536,26.80054,6,191.229,0.72798,26.16244,23.26264,26.71872,0,NA,8.83570536131664,0,0,0,0.0263212271750388,0.00176974272141461,0.0527075231821786,0.0297205820938958,0,4.38686214166801,0.295147940870337,0.045028302210943,0.0302145329270533,0.0337895989914055
"91",89,"2021.12.01 18:09:48",3183.5335,0.75,0.9,-3.48,1.16636,0.0064668,36.47824,26.80398,6,194.3898,1.07792,26.14418,23.26506,26.70052,0,NA,9.34281458822766,0,0,0,0.0220717692992656,0.00414459493798851,0.0479055111652094,0.0262103414704965,0,3.67823385675788,0.691047239340409,0.068032947900263,0.103095455767943,0.0553359015468258
"92",90,"2021.12.01 18:09:48",3220.72268,0.9,0.9,-3.48,1.17296,0.007995,36.48706,26.80312,6,195.49556,1.3326,26.15196,23.28696,26.65802,0,NA,10.6349854427264,0,0,0,0.0348579689597659,0.00485349935613471,0.0351410443783333,0.0249415717227285,0,5.8094073375001,0.809049009640331,0.0434372305747036,0.0660284635592858,0.0372509999865771
"93",91,"2021.12.01 18:09:48",3256.39184,1.05,0.9,-3.48,1.15704,0.0048798,36.4675,26.81392,6,192.83884,0.81352,26.12944,23.29364,26.6754,0,NA,10.3518057691883,0,0,0,0.0274778638179899,0.00414386217193574,0.0189810431747034,0.0308106637383888,0,4.57797730477118,0.691031303198343,0.0663337621426672,0.0246813289755644,0.0379673543982196
"94",92,"2021.12.01 18:09:48",3293.08068,1.2,0.9,-3.48,1.23012,0.0107134,36.4935,26.81194,6,205.0214,1.78526,26.1347,23.3256,26.65914,0,NA,9.39178761189796,0,0,0,0.0623952882836517,0.00812219808918743,0.0195116631787252,0.0339342452398758,0,10.3998268694724,1.35327109553112,0.0509367745347103,0.0385084406331924,0.0436589967818779
"95",93,"2021.12.01 18:09:48",3325.94962,1.35,0.9,-3.48,1.48678,0.020399,36.49256,26.7987,6,247.79708,3.39964,26.10708,23.32486,26.6735,0,NA,8.8991615884307,0,0,0,0.0825169800707709,0.0212872263341188,0.0271318631870335,0.033030289129827,0,13.75338579376,3.54753313909821,0.0486404872508498,0.0371702569267425,0.0520117294463468
"96",94,"2021.12.01 18:09:48",3359.58978,1.5,0.9,-3.48,1.18402,0.00513534,36.48718,26.81414,6,197.33558,0.85612,26.119,23.32976,26.69284,0,NA,8.73905144034517,0,0,0,0.0355264267834524,0.00496019721160359,0.0300186108939103,0.0111262302690543,0,5.91833022287537,0.827022621818775,0.0498888264043159,0.0448898429491575,0.0386577029840119
"97",95,"2021.12.01 18:09:48",3393.41418,1.65,0.9,-3.48,1.2553,0.008037,36.47776,26.80096,6,209.21698,1.33932,26.14098,23.29132,26.6395,0,NA,9.64949227845691,0,0,0,0.0611526777827432,0.00536671291387941,0.0388641608683362,0.0227380298179062,0,10.1914211598285,0.894244089720475,0.0349344672207832,0.0822977034916523,0.0608533483055777
"98",96,"2021.12.01 18:09:48",3427.89366,1.8,0.9,-3.48,1.16288,0.0075432,36.47146,26.79842,6,193.81276,1.25696,26.0776,23.32012,26.69856,0,NA,9.61732264993746,0,0,0,0.0312083642634471,0.00348322217206999,0.0241208001525657,0.0244425244195433,0,5.19822542489262,0.580392064039473,0.0444387218538057,0.0434751883262159,0.0343687794371578
"99",97,"2021.12.01 18:09:48",3461.58668,1.95,0.9,-3.48,1.18448,0.0129722,36.5257,26.82566,6,197.41372,2.16216,26.12586,23.27304,26.71264,0,NA,9.34123932205997,0,0,0,0.0229737241212652,0.00796211574897024,0.0319635730167965,0.0248332035790796,0,3.82982672871763,1.32719008736503,0.0414909990238851,0.0657082795391869,0.05363387921827
"100",98,"2021.12.01 18:09:48",3497.70392,0,1.05,-3.48,1.25594,0.0104586,36.45158,26.79476,6,209.32524,1.743,26.07526,23.25234,26.70106,0,NA,9.98867145154953,0,0,0,0.0477996129691445,0.00510438055007657,0.0332539020266793,0.0214712132866305,0,7.97151020936435,0.850615659390303,0.0565436822288752,0.10878813354406,0.0752632911850133
"101",99,"2021.12.01 18:09:48",3532.18424,0.15,1.05,-3.48,1.21096,0.0095514,36.47486,26.80028,6,201.82594,1.59206,26.11546,23.26876,26.71332,0,NA,9.31022670255668,0,0,0,0.0166768702099645,0.00783852306241425,0.0383777018592845,0.0168590331869896,0,2.77834009131352,1.30650675773224,0.0443645466560859,0.042286144302833,0.0654614924974992
"102",100,"2021.12.01 18:09:48",3569.94476,0.3,1.05,-3.48,1.36188,0.0105492,36.48706,26.7874,6,226.98092,1.7584,26.054,23.32452,26.71284,0,NA,9.22319600317596,0,0,0,0.0996537104176257,0.003386749429763,0.0354323016469431,0.0196669773986753,0,16.6121603046383,0.564596581640378,0.0436198922511277,0.0411911034083812,0.0379397944116723
"103",101,"2021.12.01 18:09:48",3603.2278,0.45,1.05,-3.48,1.1467,0.0061036,36.48394,26.80984,6,191.11812,1.01716,26.06862,23.31194,26.72628,0,NA,9.6462534390301,0,0,0,0.0191496736264616,0.0022898086819645,0.0190463382307477,0.0238182283136259,0,3.18870192351057,0.381552411865002,0.0172556367602011,0.049491039593041,0.0343056409355665
"104",102,"2021.12.01 18:09:48",3639.09252,0.6,1.05,-3.48,1.13586,0.0058238,36.44894,26.78724,6,189.3095,0.97042,26.06762,23.2841,26.72144,0,NA,8.95678775437933,0,0,0,0.00956310618993641,0.00375395127831995,0.0073910756997867,0.0118622510511286,0,1.59872663548213,0.625382124784519,0.0636687285879028,0.0413967993931906,0.0436762292328447
"105",103,"2021.12.01 18:09:48",3672.39456,0.75,1.05,-3.48,1.1867,0.0101042,36.48844,26.79596,6,197.78214,1.68394,26.05632,23.32218,26.71902,0,NA,9.33051769158594,0,0,0,0.0340926678334213,0.0055788283895456,0.0288865539654716,0.0120657780519937,0,5.68077982481279,0.929488363563525,0.0414008091708364,0.0392603107476243,0.0159143645804668
"106",104,"2021.12.01 18:09:48",3706.61428,0.9,1.05,-3.48,1.18562,0.0038088,36.42874,26.7793,6,197.60616,0.63484,26.07712,23.32872,26.69018,0,NA,9.04855891603736,0,0,0,0.0452796532672237,0.00115971061045418,0.0281723800911458,0.0243549789570846,0,7.54923370667514,0.193295649200907,0.0351782176922027,0.0199572543201704,0.0397111697133181
"107",105,"2021.12.01 18:09:48",3741.0404,1.05,1.05,-3.48,1.22796,0.01251944,36.49302,26.81016,6,204.66226,2.08684,26.07148,23.29264,26.72166,0,NA,9.68245280830226,0,0,0,0.0548592562836939,0.012186063678153,0.0228219631057434,0.0150461955324264,0,9.14457911240315,2.03098732837012,0.0584408418830529,0.0345753235704314,0.034527568695174
"108",106,"2021.12.01 18:09:48",3775.7663,1.2,1.05,-3.48,1.12436,0.0054846,36.46082,26.78384,6,187.3911,0.91396,26.05146,23.2718,26.69206,0,NA,9.94166178563719,0,0,0,0.0151572754807717,0.003327500458302,0.0362969282446888,0.0249623316218656,0,2.52683720191863,0.55445830140778,0.0333479084801435,0.071413549134601,0.0776161259017732
"109",107,"2021.12.01 18:09:48",3812.9118,1.35,1.05,-3.48,1.17,0.0075154,36.469,26.7791,6,194.99414,1.25244,26.06934,23.24878,26.6612,0,NA,10.7904368556142,0,0,0,0.0250546402887768,0.00183744749584852,0.0324272262150167,0.0176124955642295,0,4.176453163032,0.306214766136449,0.0442464461849765,0.0253809377289342,0.0489944384598903
"110",108,"2021.12.01 18:09:48",3848.48078,1.5,1.05,-3.48,1.43042,0.0147168,36.45844,26.77268,6,238.4024,2.4528,26.0604,23.19886,26.67272,0,NA,9.84814827756976,0,0,0,0.145610102671484,0.00783387970293136,0.0429781688767682,0.017238242369802,0,24.2719697288869,1.30603816942691,0.0521795937124846,0.0230052820021832,0.0528271426446674
"111",109,"2021.12.01 18:09:48",3882.44,1.65,1.05,-3.48,1.23048,0.0113838,36.4428,26.77674,6,205.08266,1.89696,26.00338,23.24848,26.72114,0,NA,9.67438615236134,0,0,0,0.116296805631109,0.00789304394387869,0.0197619584049777,0.0117058959503319,0,19.3790757095895,1.31545007811015,0.0368205377472957,0.0500029699117958,0.0512312697480747
"112",110,"2021.12.01 18:09:48",3917.62322,1.8,1.05,-3.48,1.19946,0.0119446,36.48618,26.80302,6,199.90988,1.99048,26.06946,23.25386,26.73188,0,NA,9.9647803112763,0,0,0,0.0201383465061062,0.00510778041814642,0.0242612242065405,0.0194135777228212,0,3.35980612342438,0.850996152752761,0.0464872348069874,0.0575806651576732,0.0288962281275603
"113",111,"2021.12.01 18:09:48",3952.90232,1.95,1.05,-3.48,1.26998,0.0119206,36.49164,26.80496,6,211.66646,1.9865,26.02904,23.2566,26.71874,0,NA,10.0540938677735,0,0,0,0.0274783005296907,0.00769745619019686,0.0152421455182665,0.0140234803098238,0,4.5805402899658,1.28283309514527,0.0302204897379246,0.0427627174066395,0.0257896878616244
"114",112,"2021.12.01 18:09:48",3991.0851,0,1.2,-3.48,1.15124,0.0085862,36.45726,26.79682,6,191.8736,1.4312,26.04876,23.2667,26.68092,0,NA,10.4356393194188,0,0,0,0.0109404296076525,0.00470433063251298,0.0337105028144027,0.0265626994110158,0,1.82232307783225,0.784330236571305,0.0537617243027048,0.0502416659755618,0.0404018811443227
"115",113,"2021.12.01 18:09:48",4027.034,0.15,1.2,-3.48,1.17324,0.0114518,36.44306,26.78992,6,195.54226,1.90878,26.02654,23.24224,26.68512,0,NA,9.6442934795659,0,0,0,0.0289863416111795,0.00347165035681879,0.0147403527773234,0.0221829213585587,0,4.83142866324238,0.578751364577225,0.0144294144025325,0.0776358357976521,0.0433428425463762
"116",114,"2021.12.01 18:09:48",4061.52572,0.3,1.2,-3.48,1.44042,0.017329,36.49486,26.79414,6,240.07014,2.88824,26.01014,23.25416,26.69336,0,NA,9.91402021669321,0,0,0,0.0388991259541907,0.0119209974414895,0.0156317945227006,0.0228358928005884,0,6.48286154510491,1.98680403865102,0.0159066967029618,0.0809748294224818,0.0951771926461372
"117",115,"2021.12.01 18:09:48",4095.64386,0.45,1.2,-3.48,1.3143,0.021688,36.45536,26.77654,6,219.04876,3.615,25.98994,23.20932,26.7098,0,NA,9.08432483693752,0,0,0,0.0681486977131625,0.00665566450476585,0.028148499071886,0.0152193298144177,0,11.3585022308401,1.10914065834771,0.0486815981660415,0.0451048999555484,0.0240381987677953
"118",116,"2021.12.01 18:09:48",4131.18958,0.6,1.2,-3.48,1.24534,0.0104316,36.4079,26.76762,6,207.55956,1.73868,26.0177,23.2039,26.67544,0,NA,10.090584863971,0,0,0,0.0641377657858457,0.00905337546443314,0.0265922921163265,0.006197338138266,0,10.6865553916124,1.50914507155542,0.0293249040919148,0.0298441786618435,0.0647524362476039
"119",117,"2021.12.01 18:09:48",4167.5856,0.75,1.2,-3.48,1.17362,0.0121572,36.47892,26.77072,6,195.60442,2.026,26.02602,23.24882,26.69748,0,NA,9.63150927191558,0,0,0,0.0223664257314395,0.0033589491213771,0.0335358315835474,0.0297724201233285,0,3.72424959045443,0.559517649408846,0.0264342959051307,0.0430388429212501,0.0298528390609668
"120",118,"2021.12.01 18:09:48",4201.45012,0.9,1.2,-3.48,1.18554,0.0108732,36.44538,26.77584,6,197.59104,1.81198,26.03542,23.27418,26.6853,0,NA,10.6738936640759,0,0,0,0.0409932067542904,0.00561471314494338,0.0140184521256812,0.0226146633846265,0,6.83153182624512,0.935519295364879,0.0323856758459657,0.0366555180020697,0.0447427647782308
"121",119,"2021.12.01 18:09:48",4238.5961,1.05,1.2,-3.48,1.18546,0.0102038,36.46706,26.76426,6,197.58232,1.70062,26.02296,23.28248,26.72154,0,NA,11.5907378091303,0,0,0,0.0392133013147324,0.00962541423524203,0.0166665233327161,0.0175705150749773,0,6.53600386528343,1.60432398598288,0.0556518912526787,0.0439888281271503,0.0220765259948206
"122",120,"2021.12.01 18:09:48",4280.59482,1.2,1.2,-3.48,1.24364,0.005645,36.43548,26.76788,6,207.27312,0.94102,25.99258,23.29526,26.6719,0,NA,12.0231496358901,0,0,0,0.0619691294113448,0.00528744867587384,0.0273316117344009,0.0191456783635363,0,10.3291738249969,0.881650538478824,0.0586578809709323,0.0326576637253806,0.0680589450403101
"123",121,"2021.12.01 18:09:48",4325.42004,1.35,1.2,-3.48,1.17282,0.0079848,36.47428,26.79618,6,195.46926,1.33072,25.98742,23.2824,26.6521,0,NA,13.4661146595075,0,0,0,0.0608862217582927,0.00369653394411576,0.0442598802528879,0.0199011808694865,0,10.1444005768207,0.615998126620528,0.0335566237872645,0.0696208302162504,0.0432549997110155
"124",122,"2021.12.01 18:09:48",4373.91786,1.5,1.2,-3.48,1.33788,0.0089658,36.44134,26.77152,6,222.98158,1.49436,26.0443,23.27656,26.66664,0,NA,13.0315091554281,0,0,0,0.104131176887616,0.00226308212400699,0.0344670567353804,0.0250353150569353,0,17.3529139799919,0.377296631312817,0.0656188616176777,0.0477331436215973,0.01453815669196
"125",123,"2021.12.01 18:09:48",4410.80886,1.65,1.2,-3.48,1.23316,0.0065788,36.49204,26.78844,6,205.52262,1.09628,26.0217,23.29628,26.68538,0,NA,9.36132025106516,0,0,0,0.0978306342614623,0.00522918738428831,0.0177870177376639,0.0174870809456578,0,16.305717245862,0.871085892435413,0.0403847124540962,0.0485092980777915,0.0633071638916159
"126",124,"2021.12.01 18:09:48",4455.85578,1.8,1.2,-3.48,1.16232,0.0048962,36.46464,26.77856,6,193.71748,0.81598,25.99442,23.28938,26.6841,0,NA,16.8215913895504,0,0,0,0.0240966180199629,0.00182120926859052,0.016304079244164,0.0254241617364275,0,4.01355797478995,0.303562484506897,0.0653533625760755,0.034085216736879,0.0622547990118028
"127",125,"2021.12.01 18:09:48",4498.89334,1.95,1.2,-3.48,1.31968,0.009579,36.40572,26.76738,6,219.94792,1.59644,25.97982,23.30292,26.68854,0,NA,9.60751946045395,0,0,0,0.0724872195631754,0.00776840472684064,0.0360385488054119,0.00864794773342252,0,12.0835168627349,1.29484631636345,0.0602198223179056,0.0399795822889644,0.0283504497318825
"128",126,"2021.12.01 18:09:48",4540.01192,0,1.35,-3.48,1.36146,0.0102712,36.45978,26.78264,6,226.90982,1.7118,26.01214,23.34234,26.69568,0,NA,8.8875597183365,0,0,0,0.0510591617635856,0.00296619338546899,0.0542457095077572,0.0326769490619916,0,8.50934654641588,0.494193990250792,0.0448597592503576,0.0346413481261915,0.0353640636805225
"129",127,"2021.12.01 18:09:48",4573.93288,0.15,1.35,-3.48,1.3311,0.0112444,36.47174,26.78526,6,221.84856,1.87412,26.02222,23.30546,26.70858,0,NA,9.6222160702199,0,0,0,0.105291951259344,0.00721358099698063,0.0427687736555519,0.0119389279250691,0,17.5518332392374,1.20240191782948,0.0266719328133523,0.047868862530878,0.0329689550941492
"130",128,"2021.12.01 18:09:48",4612.84564,0.3,1.35,-3.48,1.34022,0.0134498,36.43498,26.75834,6,223.37062,2.2418,25.98326,23.30324,26.64002,0,NA,11.8252958228534,0,0,0,0.102076378266473,0.00612144739420343,0.0369315177050717,0.0210886936532361,0,17.018448151697,1.02042672446384,0.0386797492235927,0.0238003781482566,0.0462113297796105
